SCHOOL_YEAR_ID,TEST_PERIOD,IDOE_CORPORATION_ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,GRADE_CODE,Tested,Proficient,Proficient %,subject,CORP,NAME,COUNTY_NAME,treated
2011,Spring ISTEP+,4710,School City of Hammond,4455,Washington Irving Elementary Sch,04,72,42,0.58333333333,Math,4710,Washington Irving Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4457,Thomas Jefferson Elementary School,04,59,36,0.61016949152,Math,4710,Thomas Jefferson Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4457,Thomas Jefferson Elementary School,05,81,59,0.72839506172,Math,4710,Thomas Jefferson Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4457,Thomas Jefferson Elementary School,03,83,67,0.80722891566,Math,4710,Thomas Jefferson Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4459,Kenwood Elementary School,05,41,36,0.87804878048,Math,4710,Kenwood Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4459,Kenwood Elementary School,04,41,27,0.65853658536,Math,4710,Kenwood Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4459,Kenwood Elementary School,03,50,36,0.72,Math,4710,Kenwood Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4461,Lafayette Elementary School,04,62,36,0.58064516129,Math,4710,Lafayette Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4461,Lafayette Elementary School,05,42,29,0.69047619047,Math,4710,Lafayette Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4461,Lafayette Elementary School,03,68,41,0.60294117647,Math,4710,Lafayette Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4463,Abraham Lincoln Elementary School,03,101,54,0.53465346534,Math,4710,Abraham Lincoln Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4463,Abraham Lincoln Elementary School,04,105,64,0.60952380952,Math,4710,Abraham Lincoln Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4463,Abraham Lincoln Elementary School,05,93,72,0.77419354838,Math,4710,Abraham Lincoln Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,03,65,49,0.75384615384,Math,4710,Maywood Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,04,82,44,0.53658536585,Math,4710,Maywood Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,05,56,31,0.55357142857,Math,4710,Maywood Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4469,Morton Elementary School,04,123,94,0.7642276422699998,Math,4710,Morton Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4469,Morton Elementary School,05,110,80,0.72727272727,Math,4710,Morton Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4469,Morton Elementary School,03,120,79,0.65833333333,Math,4710,Morton Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4479,Lew Wallace Elementary School,03,45,34,0.75555555555,Math,4710,Lew Wallace Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4479,Lew Wallace Elementary School,05,48,37,0.77083333333,Math,4710,Lew Wallace Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4479,Lew Wallace Elementary School,04,51,33,0.64705882352,Math,4710,Lew Wallace Elementary School,Lake,NA
