fips_county,county_name.x,NAME,year,ENROLL,TOTALREV,TFEDREV,FEDRCOMP,FEDRHAND,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRHAND,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,FEDRSPEC,STRSPEC,CSA,CBSA,NCESID,county_name.y
035,Delaware,COWAN COMM SCHOOL CORP,2000,642,5039,144,32,59,26,27,2851,2343,11,43,454,2045,1649,1649,0,1,69,266,60,4810,4287,2652,1002,2382,1678,662,1634,231,93,205,303,802,271,222,135,166,3375,0,225,100,2.9,0.6,56.6,46.5,40.6,32.7,1.4,5.3,6550,4131,1561,3710,2614,1031,2545,360,145,319,472,NA,NA,NA,NA,NA,Delaware
035,Delaware,MT PLEASANT TWP COMM SCH CORP,2000,2052,16201,422,17,218,82,105,8333,6801,28,53,1451,7446,6494,6494,0,0,0,685,267,16433,13233,7630,3324,7557,5079,2303,4885,454,470,285,857,2819,791,1818,1333,49,924,32,83,100,2.6,0.1,51.4,42,46,40.1,0,4.2,6334,3718,1620,3683,2475,1122,2381,221,229,139,418,NA,NA,NA,NA,NA,Delaware
035,Delaware,MUNCIE COMMUNITY SCHOOLS,2000,8523,92422,7471,2281,162,0,5028,48482,34189,299,59,13935,36469,23329,23329,0,4,1776,1507,9853,90298,80727,41885,19056,46615,29694,14228,25990,3320,2650,553,3150,16317,8122,4599,4848,124,0,0,0,100,8.1,2.5,52.5,37,39.5,25.2,1.9,1.6,8805,4914,2236,5469,3484,1669,3049,390,311,65,370,NA,NA,NA,NA,NA,Delaware
035,Delaware,DALEVILLE COMMUNITY SCHOOLS,2000,663,5695,178,38,58,50,32,3282,2780,11,48,443,2235,1936,1936,0,1,0,236,62,5326,4431,2759,921,2393,1730,602,1757,130,125,209,279,1014,281,256,606,33,632,0,47,100,3.1,0.7,57.6,48.8,39.3,34,0,4.1,6564,4161,1389,3609,2609,908,2650,196,189,315,421,NA,NA,NA,NA,NA,Delaware
037,Dubois,SOUTHEAST DUBOIS CO SCH CORPORATION,2000,1526,10761,166,50,0,79,37,6265,5195,29,79,962,4330,3675,3675,0,0,0,432,223,11005,8787,5542,1942,5553,3993,1448,2698,239,260,219,510,1470,536,1148,1012,58,823,0,99,100,1.5,0.5,58.2,48.3,40.2,34.2,0,4,5682,3632,1273,3639,2617,949,1768,157,170,144,334,NA,NA,NA,NA,NA,Dubois
037,Dubois,SOUTHWEST DUBOIS COUNTY SCH CORP,2000,1817,15375,1031,164,0,135,732,7904,6573,34,66,1231,6440,4762,4762,0,413,99,525,641,14972,11757,6395,2920,7103,4747,2231,3978,176,987,186,696,1933,676,1654,1521,40,449,0,60,100,6.7,1.1,51.4,42.8,41.9,31,3.3,3.4,6392,3520,1607,3909,2613,1228,2189,97,543,102,383,NA,NA,NA,NA,NA,Dubois
037,Dubois,GREATER JASPER CONS-SCHOOLS,2000,2995,27894,1834,85,1152,115,482,9315,7285,48,56,1926,16744,12931,12931,0,1,87,988,2737,25460,21765,11114,7306,14129,8145,5435,6588,1235,543,452,962,3396,1048,820,2692,183,320,0,300,100,6.6,0.3,33.4,26.1,60,46.4,0.3,3.5,7194,3711,2439,4718,2720,1815,2200,412,181,151,321,NA,NA,NA,NA,NA,Dubois
037,Dubois,NORTHEAST DUBOIS COUNTY SCH CORP,2000,998,7766,198,35,0,48,115,4089,3398,10,58,623,3480,2877,2877,0,0,51,338,214,7800,6328,3845,1368,3778,2683,985,2259,151,215,206,440,1247,291,1202,251,19,300,0,75,100,2.5,0.5,52.6,43.8,44.8,37,0.7,4.4,6330,3853,1371,3786,2688,987,2264,151,215,206,441,NA,NA,NA,NA,NA,Dubois
039,Elkhart,BAUGO COMMUNITY SCHOOLS,2000,1678,13085,342,74,127,92,49,6762,5649,38,34,1041,5982,5270,5270,0,240,0,377,95,12650,9964,5970,2289,5955,4176,1666,3433,252,154,199,603,2225,576,1121,1446,119,3750,0,403,100,2.6,0.6,51.7,43.2,45.7,40.3,1.8,2.9,5819,3558,1364,3549,2489,993,2046,150,92,119,359,NA,NA,NA,NA,NA,Elkhart
039,Elkhart,CONCORD COMMUNITY SCHOOLS,2000,4324,35002,851,98,381,249,123,16772,13539,126,62,3045,17378,14863,14863,0,646,0,1303,566,35839,26528,16415,5761,15613,11111,4009,9558,1144,1001,363,1337,5713,1357,3165,5732,414,4250,0,400,100,2.4,0.3,47.9,38.7,49.7,42.5,1.8,3.7,6061,3796,1332,3611,2570,927,2210,265,231,84,309,NA,NA,NA,NA,NA,Elkhart
039,Elkhart,ELKHART COMMUNITY SCHOOLS,2000,12685,110114,5766,1459,118,1613,2576,52896,41494,403,187,10812,51451,40147,40147,0,1672,0,2980,6652,110401,95170,54734,26978,56849,36510,18641,32355,5097,3020,834,4939,18465,5966,8955,5630,646,8045,1050,1474,100,5.2,1.3,48,37.7,46.7,36.5,1.5,2.7,7347,4315,2127,4482,2878,1470,2551,402,238,66,389,NA,NA,NA,NA,NA,Elkhart
039,Elkhart,GOSHEN COMMUNITY SCHOOLS,2000,5419,45894,3576,484,1936,538,618,22498,18341,255,60,3842,19820,16057,16057,0,622,0,1274,1867,45016,34573,20747,9295,21464,14313,6591,11318,1832,911,480,2071,6024,1791,2480,7685,278,2256,0,528,100,7.8,1.1,49,40,43.2,35,1.4,2.8,6302,3829,1715,3961,2641,1216,2089,338,168,89,382,NA,NA,NA,NA,NA,Elkhart
039,Elkhart,MIDDLEBURY COMMUNITY SCHOOLS,2000,3472,28326,740,225,269,145,101,13335,10919,77,56,2283,14250,11057,11057,0,459,0,1098,1636,28502,22235,13052,4563,12396,8788,3148,8880,549,668,577,1362,5724,959,1942,4160,165,1848,0,166,100,2.6,0.8,47.1,38.5,50.3,39,1.6,3.9,6351,3759,1314,3570,2531,907,2558,158,192,166,392,NA,NA,NA,NA,NA,Elkhart
039,Elkhart,WA NEE COMM SCH DIST,2000,2994,24486,751,223,253,170,105,10854,8816,97,64,1877,12881,10417,10417,0,384,48,997,1035,23786,18812,11440,4675,11475,7856,3323,6262,796,693,301,923,3549,1075,882,3944,148,1863,625,172,100,3.1,0.9,44.3,36,52.6,42.5,1.8,4.1,6184,3821,1561,3833,2624,1110,2092,266,231,101,308,NA,NA,NA,NA,NA,Elkhart
039,Elkhart,FAIRFIELD COMMUNITY SCHOOLS,2000,1932,14486,346,63,137,88,58,7990,6660,49,40,1241,6150,4794,4794,0,200,75,765,316,14592,11477,7100,2612,7208,5075,1920,3636,171,209,405,794,2057,633,1440,1675,0,0,0,0,100,2.4,0.4,55.2,46,42.5,33.1,1.9,5.3,5868,3675,1352,3731,2627,994,1882,89,108,210,411,NA,NA,NA,NA,NA,Elkhart
041,Fayette,FAYETTE COUNTY CONS SCHOOL CORP,2000,4317,37324,4772,605,1847,484,1836,20749,17077,69,138,3465,11804,9242,9242,0,53,57,1229,1223,35139,31237,20022,6679,19195,13410,4795,9307,552,702,705,2014,5334,2735,1580,2183,139,700,0,210,100,12.8,1.6,55.6,45.8,31.6,24.8,0.3,3.3,6891,4638,1547,4446,3106,1111,2156,128,163,163,467,NA,NA,NA,NA,NA,Fayette
043,Floyd,NEW ALBANY-FLOYD CO CONS SCHOOLS,2000,11428,117527,5833,1388,1255,1158,2032,48119,39532,373,254,7960,63575,34061,34061,0,19906,4432,3552,1624,120357,84093,46800,25800,52268,31358,17794,27225,3342,2544,1042,5437,14860,4600,28056,7874,334,3795,0,1745,100,5,1.2,40.9,33.6,54.1,29,20.7,3,7247,4095,2258,4574,2744,1557,2382,292,223,91,476,NA,NA,NA,NA,NA,Floyd
045,Fountain,ATTICA CONS SCH CORP,2000,964,8053,300,47,126,90,37,4786,3503,60,44,1179,2967,2119,2119,0,115,10,212,511,8016,6857,4005,2086,4394,2760,1514,2129,293,154,233,304,1145,334,881,278,0,0,0,0,100,3.7,0.6,59.4,43.5,36.8,26.3,1.6,2.6,7033,4155,2164,4558,2863,1571,2209,304,160,242,315,NA,NA,NA,NA,NA,Fountain
045,Fountain,COVINGTON COMM SCH CORP,2000,1007,6943,294,104,62,86,42,4083,3477,10,26,570,2566,2049,2049,0,112,18,260,127,6921,5975,3465,1364,3390,2322,953,2213,168,122,226,471,1226,372,515,431,0,945,0,68,100,4.2,1.5,58.8,50.1,37,29.5,1.9,3.7,5831,3441,1355,3366,2306,946,2198,167,121,224,468,NA,NA,NA,NA,NA,Fountain
045,Fountain,SOUTHEAST FOUNTAIN CO SCH CORP,2000,1402,10714,450,156,103,140,51,5859,4827,60,104,868,4405,3034,3034,0,176,0,342,853,9992,8751,5191,2300,5405,3549,1619,2828,249,189,246,451,1693,518,428,763,50,1026,0,150,100,4.2,1.5,54.7,45.1,41.1,28.3,1.6,3.2,6170,3703,1641,3855,2531,1155,2017,178,135,175,322,NA,NA,NA,NA,NA,Fountain
047,Franklin,FRANKLIN COUNTY COMM SCHOOL CORP,2000,2992,22703,810,323,0,275,212,13769,11508,24,383,1854,8125,6631,6630,0,355,17,802,320,20865,18467,10409,4303,10870,7402,3153,6613,682,676,319,808,4128,984,805,1556,37,675,0,75,100,3.6,1.4,60.6,50.7,35.8,29.2,1.6,3.5,6103,3479,1438,3633,2474,1054,2210,228,226,107,270,NA,NA,NA,NA,NA,Franklin
049,Fulton,ROCHESTER COMM SCH CORP,2000,2089,15244,443,182,0,176,85,7801,6360,52,32,1357,7000,5436,5436,0,211,354,671,328,18041,11969,7886,2514,7481,5416,1813,3713,387,318,326,826,1856,775,3598,2426,48,1193,480,75,100,2.9,1.2,51.2,41.7,45.9,35.7,3.7,4.4,5641,3775,1203,3581,2593,868,1777,185,152,156,395,NA,NA,NA,NA,NA,Fulton
049,Fulton,UNION SCHOOL TOWNSHIP,2000,0,2107,0,0,0,0,0,1008,985,3,20,0,1099,1094,1094,0,5,0,0,0,2222,104,35,5,0,0,0,104,0,0,0,0,104,0,0,2118,0,0,0,0,100,0,0,47.8,46.7,52.2,51.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Fulton
049,Fulton,CASTON SCHOOL CORPORATION,2000,793,6086,177,62,0,83,32,2949,2399,4,8,538,2961,2245,2245,0,94,296,267,59,6590,5248,3268,1304,3158,2178,904,1703,151,102,228,259,963,387,833,509,0,0,0,0,100,2.9,1,48.5,39.4,48.6,36.9,6.4,4.4,6515,4121,1644,3982,2747,1140,2148,190,129,288,327,NA,NA,NA,NA,NA,Fulton
051,Gibson,GIBSON-PIKE-WARRICK COOP,2000,0,2673,1779,0,1766,0,13,0,0,0,0,0,894,0,0,0,0,892,0,2,2697,2696,1972,418,1525,1189,252,1171,938,37,0,0,196,0,1,0,0,0,0,0,100,66.6,0,0,0,33.4,0,33.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Gibson
051,Gibson,EAST GIBSON SCHOOL CORPORATION,2000,1110,9059,151,82,0,54,15,5125,4326,37,79,683,3783,3455,3455,0,1,0,247,80,8663,7352,4321,1554,4517,3168,1154,2494,109,92,192,494,1607,341,315,704,292,6310,25,362,100,1.7,0.9,56.6,47.8,41.8,38.1,0,2.7,6616,3893,1400,4069,2854,1040,2247,98,83,173,445,NA,NA,NA,NA,NA,Gibson
051,Gibson,NORTH GIBSON SCHOOL CORPORATION,2000,2133,17170,531,181,0,200,150,8933,7476,0,93,1364,7706,6808,6808,0,2,17,558,321,16259,13668,8032,3205,8246,5658,2359,4414,405,401,421,600,2587,1008,1312,1263,16,53,44,41,100,3.1,1.1,52,43.5,44.9,39.7,0.1,3.2,6274,3766,1503,3866,2653,1106,2069,190,188,197,281,NA,NA,NA,NA,NA,Gibson
051,Gibson,SOUTH GIBSON SCHOOL CORP,2000,1840,14356,249,110,0,89,50,6198,4971,31,79,1117,7909,7317,7317,0,17,0,554,21,14109,11514,6923,2370,7529,5492,1903,3412,59,47,246,732,2328,573,271,2324,0,0,0,0,100,1.7,0.8,43.2,34.6,55.1,51,0.1,3.9,6257,3763,1288,4092,2985,1034,1854,32,26,134,398,NA,NA,NA,NA,NA,Gibson
053,Grant,MARION COMMUNITY SCHOOLS,2000,6103,55155,5861,1619,1108,932,2202,30134,24824,163,117,5030,19159,16501,16501,0,1,339,1234,1084,56779,50887,29747,13639,29899,19337,9201,18180,2298,1497,1230,3018,10137,2808,4568,1243,81,250,0,125,100,10.6,2.9,54.6,45,34.7,29.9,0.6,2.2,8160,4874,2235,4899,3168,1508,2979,377,245,202,495,NA,NA,NA,NA,NA,Grant
053,Grant,MISSISSINEWA COMMUNITY SCHOOLS CORP,2000,2080,15311,700,184,227,207,82,10355,8802,61,59,1433,4257,3027,3027,0,0,397,429,404,18166,13483,8916,3112,8370,5959,2138,4412,539,259,320,1256,2038,701,4061,620,2,2698,2657,27,100,4.6,1.2,67.6,57.5,27.8,19.8,2.6,2.8,6412,4287,1496,4024,2865,1028,2121,259,125,154,604,NA,NA,NA,NA,NA,Grant
053,Grant,EASTBROOK CMNTY SCHOOL CORP,2000,1762,11630,426,95,166,127,38,7231,5711,32,138,1350,3973,3410,3410,0,1,0,473,89,11985,10458,6574,2221,6258,4331,1511,3642,432,168,192,783,2067,558,932,557,38,488,0,75,100,3.7,0.8,62.2,49.1,34.2,29.3,0,4.1,5864,3731,1260,3552,2458,858,2067,245,95,109,444,NA,NA,NA,NA,NA,Grant
053,Grant,MADISON-GRANT UNITED SCHOOL CORP,2000,1692,12506,528,185,130,155,58,7280,5941,26,149,1164,4698,3434,3434,0,1,44,1141,78,12418,10908,6653,2737,6927,4731,1969,3465,346,161,160,734,2064,516,733,747,30,525,0,75,100,4.2,1.5,58.2,47.5,37.6,27.5,0.4,9.1,6442,3932,1618,4094,2796,1164,2048,204,95,95,434,NA,NA,NA,NA,NA,Grant
055,Greene,GREENE CO EASTERN SCHOOL DIST,2000,1308,9304,180,145,0,0,35,6634,5436,30,240,928,2490,1876,1876,0,3,10,475,126,9076,8185,4879,1797,5132,3632,1365,2626,213,165,284,414,1550,427,426,269,196,3682,0,238,100,1.9,1.6,71.3,58.4,26.8,20.2,0.1,5.1,6248,3730,1374,3924,2777,1044,2008,163,126,217,317,NA,NA,NA,NA,NA,Greene
055,Greene,BLOOMFIELD SCH DIST,2000,1098,8492,200,63,16,80,41,4943,4154,10,85,694,3348,2948,2948,0,1,0,339,60,8434,7070,4155,1790,4316,2931,1300,2319,223,92,183,483,1338,435,282,991,91,1663,0,152,100,2.4,0.7,58.2,48.9,39.4,34.7,0,4,6368,3784,1630,3931,2669,1184,2112,203,84,167,440,NA,NA,NA,NA,NA,Greene
055,Greene,LINTON-STOCKTON SCHOOL CORPORATN,2000,1421,11180,539,312,41,102,84,6657,5680,20,15,942,3984,2517,2517,0,2,1,322,1142,11687,9710,5497,3124,6337,3919,2273,3041,353,398,206,603,1481,332,1173,795,9,869,0,76,100,4.8,2.8,59.5,50.8,35.6,22.5,0,2.9,6752,3868,2198,4460,2758,1600,2140,248,280,145,424,NA,NA,NA,NA,NA,Greene
055,Greene,GREENE-SULLIVAN SPECIAL ED COOP,2000,0,1207,888,0,888,0,0,307,0,284,0,23,12,0,0,0,0,12,0,0,1229,1205,779,154,1095,692,137,110,105,0,0,0,5,0,24,0,0,0,0,0,100,73.6,0,25.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Greene
055,Greene,WHITE RIVER VALLEY SCH DIST,2000,1007,8629,235,90,0,126,19,4445,3693,9,7,736,3949,3592,3592,0,1,5,332,19,7748,7185,4469,1623,4675,3293,1237,2125,167,134,133,470,1221,385,416,147,0,0,0,0,100,2.7,1,51.5,42.8,45.8,41.6,0.1,3.8,7032,4438,1612,4643,3270,1228,2110,166,133,132,467,NA,NA,NA,NA,NA,Greene
055,Greene,SHAKAMAK METRO SCH DIST,2000,1062,7746,542,225,32,135,150,5294,4413,43,105,733,1910,1616,1616,0,36,0,205,53,7276,6682,4035,1784,4459,2940,1316,1945,122,167,254,308,1094,278,214,203,177,3429,0,299,100,7,2.9,68.3,57,24.7,20.9,0.5,2.6,6257,3799,1680,4199,2768,1239,1831,115,157,239,290,NA,NA,NA,NA,NA,Greene
057,Hamilton,MARION-ADAMS SCHOOLS,2000,1170,9025,257,47,0,72,138,5152,4224,38,60,830,3617,3032,3032,0,1,105,368,111,8578,7446,4767,1576,4402,3144,1065,2665,157,150,175,525,1658,379,524,451,157,3548,0,252,100,2.8,0.5,57.1,46.8,40.1,33.6,1.2,4.1,6304,4074,1347,3762,2687,910,2278,134,128,150,449,NA,NA,NA,NA,NA,Hamilton
057,Hamilton,NOBLESVILLE SCHOOLS,2000,6276,51756,678,287,0,260,131,25429,20891,130,81,4327,25649,22117,22117,0,0,0,2027,1505,51468,39666,24942,8744,23529,16780,6048,13889,1477,1542,569,2047,8254,2248,3809,7993,0,0,0,0,100,1.3,0.6,49.1,40.4,49.6,42.7,0,3.9,6248,3974,1393,3749,2674,964,2213,235,246,91,326,NA,NA,NA,NA,NA,Hamilton
057,Hamilton,WESTFIELD-WASHINGTON SCHOOLS,2000,3368,33305,214,43,0,122,49,12276,9778,52,65,2381,20815,18416,18416,0,2,0,872,1525,32442,23687,12498,4483,11860,8569,3126,10748,730,854,605,1752,6807,1079,1227,7382,146,1436,0,150,100,0.6,0.1,36.9,29.4,62.5,55.3,0,2.6,6963,3711,1331,3521,2544,928,3191,217,254,180,520,NA,NA,NA,NA,NA,Hamilton
057,Hamilton,CARMEL CLAY SCHOOLS,2000,11628,101974,4164,0,3582,241,341,34020,24853,164,221,8782,63791,57430,57430,0,149,0,4300,1912,106145,80814,51450,19997,50485,35261,14187,26430,3515,2386,555,3541,16433,3899,14671,9962,698,4335,0,660,100,4.1,0,33.4,24.4,62.6,56.3,0.1,4.2,6881,4425,1720,4342,3032,1220,2273,302,205,48,305,NA,NA,NA,NA,NA,Hamilton
057,Hamilton,HAMILTON HEIGHTS SCHOOL CORP.,2000,2348,18284,231,56,0,120,55,9849,8066,37,194,1552,8203,7263,7263,0,0,0,807,133,17980,13938,9179,3232,8536,6181,2257,4562,663,343,303,819,2434,840,1127,2744,171,2682,0,230,100,1.3,0.3,53.9,44.1,44.9,39.7,0,4.4,5830,3909,1376,3635,2632,961,1943,282,146,129,349,NA,NA,NA,NA,NA,Hamilton
057,Hamilton,HAMILTON SOUTHEASTERN SCHOOLS,2000,7979,75825,405,98,0,174,133,26479,20139,219,109,6012,48940,45335,45335,0,5,0,2204,1396,75160,50989,31655,11941,29359,20707,7889,19600,2331,1221,1114,3132,11802,2030,5565,18427,179,750,0,113,100,0.5,0.1,34.9,26.6,64.5,59.8,0,2.9,6384,3967,1497,3680,2595,989,2456,292,153,140,393,NA,NA,NA,NA,NA,Hamilton
059,Hancock,GREENFIELD-CENTRAL CMNTY SCHOOLS,2000,3762,30973,2181,218,1504,164,295,15019,12390,236,77,2316,13772,11582,11582,0,832,7,1114,237,30405,22940,14810,4988,14440,10473,3635,7134,678,172,397,1423,4464,1366,2365,5091,9,0,0,0,100,7,0.7,48.5,40,44.5,37.4,2.7,3.6,6022,3937,1326,3838,2784,966,1896,180,46,106,378,NA,NA,NA,NA,NA,Hancock
059,Hancock,EASTERN HANCOCK CO COMM SCH CORP,2000,1112,8534,12,0,0,0,12,4996,4082,70,123,721,3526,2685,2685,0,187,0,506,148,8335,6738,4158,1384,3685,2630,909,2483,55,156,273,507,1492,570,475,1122,0,0,0,8,100,0.1,0,58.5,47.8,41.3,31.5,2.2,5.9,5978,3739,1245,3314,2365,817,2233,49,140,246,456,NA,NA,NA,NA,NA,Hancock
059,Hancock,MT VERNON COMMSCH CORP,2000,2599,18140,130,74,0,0,56,9763,7768,91,200,1704,8247,6761,6761,0,458,10,879,139,18501,14722,9143,3574,9015,6268,2522,4793,379,321,451,1018,2624,914,1790,1764,225,2652,0,627,100,0.7,0.4,53.8,42.8,45.5,37.3,2.6,4.8,5596,3518,1375,3469,2412,970,1844,146,124,174,392,NA,NA,NA,NA,NA,Hancock
059,Hancock,SOUTHERN HANCOCK CNTY COMMUN SCHOOL,2000,2660,22098,199,46,0,77,76,10431,8490,115,167,1659,11468,8353,8353,0,546,0,1250,1319,21892,16783,9606,3275,8891,6255,2218,5769,333,433,233,1020,3750,2123,1298,3811,0,0,0,0,100,0.9,0.2,47.2,38.4,51.9,37.8,2.5,5.7,5863,3611,1231,3342,2352,834,2169,125,163,88,383,NA,NA,NA,NA,NA,Hancock
061,Harrison,SOUTHERN HARRISON COMMUN SCHOOLS,2000,3092,25163,1333,239,595,287,212,13226,10850,78,267,2031,10604,8775,8775,0,516,245,685,383,25296,20068,12127,4638,12364,8636,3420,6566,719,291,643,1269,3644,1138,2109,3043,76,177,0,39,100,5.3,0.9,52.6,43.1,42.1,34.9,3,2.7,6409,3922,1500,3999,2793,1106,2124,233,94,208,410,NA,NA,NA,NA,NA,Harrison
061,Harrison,LANESVILLE COMMUNITY SCHOOL CORP,2000,589,4562,86,35,0,34,17,2397,1962,11,25,399,2079,1645,1645,0,84,53,241,56,4489,3571,2297,778,1976,1426,490,1402,140,144,149,301,668,193,137,779,2,24,0,18,100,1.9,0.8,52.6,43,45.6,36.1,3,5.3,6063,3900,1321,3355,2421,832,2380,238,244,253,511,NA,NA,NA,NA,NA,Harrison
061,Harrison,NORTH HARRISON COMM SCHOOL CORP,2000,2411,18630,596,331,0,174,91,11490,9563,72,303,1552,6544,4627,4627,0,239,0,740,938,18179,15345,9155,3353,9639,6552,2445,5022,565,531,132,614,3180,684,1206,1566,62,1094,0,126,100,3.2,1.8,61.7,51.3,35.1,24.8,1.3,4,6335,3797,1391,3998,2718,1014,2083,234,220,55,255,NA,NA,NA,NA,NA,Harrison
063,Hendricks,BROWNSBURG COMM SCH CORP,2000,4818,59334,518,82,165,153,118,18916,15277,106,147,3386,39900,17861,17861,0,892,675,2038,18434,41237,30738,19376,7083,18450,13003,4835,10733,1016,718,414,2012,6573,1555,4090,6293,116,6350,5000,150,100,0.9,0.1,31.9,25.7,67.2,30.1,2.6,3.4,6359,4022,1470,3829,2699,1004,2228,211,149,86,418,NA,NA,NA,NA,NA,Hendricks
063,Hendricks,DANVILLE COMMUNITY SCHOOL CORP.,2000,2104,17583,312,89,92,78,53,8939,7378,34,77,1450,8331,6608,6608,0,394,43,822,464,18128,13000,7989,2638,7022,5008,1702,5171,392,234,350,923,3272,807,2551,2558,19,537,77,125,100,1.8,0.5,50.8,42,47.4,37.6,2.5,4.7,6117,3797,1254,3337,2380,809,2458,186,111,166,439,NA,NA,NA,NA,NA,Hendricks
063,Hendricks,PLAINFIELD COMMUNITY SCHOOL CORP,2000,3758,29422,345,151,0,143,51,14384,11810,56,56,2462,14693,11837,11837,0,690,207,1378,581,30255,21899,13861,4963,13586,9644,3602,6866,597,364,665,1316,3924,1447,5457,2726,173,2240,0,350,100,1.2,0.5,48.9,40.1,49.9,40.2,3,4.7,5719,3688,1321,3615,2566,958,1827,159,97,177,350,NA,NA,NA,NA,NA,Hendricks
063,Hendricks,AVON COMMUNITY SCHOOL CORPORATN,2000,4791,43178,561,100,244,142,75,19876,15980,75,221,3600,22741,19410,19410,0,978,34,1465,854,41127,30881,19088,6498,16661,11627,4047,12865,1214,989,594,1943,8125,1355,2459,7645,142,719,0,171,100,1.3,0.2,46,37,52.7,45,2.3,3.4,6395,3984,1356,3478,2427,845,2685,253,206,124,406,NA,NA,NA,NA,NA,Hendricks
063,Hendricks,MILL CREEK COMMUNITY SCHOOL CORP,2000,1521,12778,92,55,0,0,37,6952,5399,159,167,1227,5734,4771,4771,0,268,0,528,167,12802,10042,6128,2022,5446,4020,1345,4364,400,129,265,819,2751,232,758,1931,71,1418,32,211,100,0.7,0.4,54.4,42.3,44.9,37.3,2.1,4.1,6590,4029,1329,3581,2643,884,2869,263,85,174,538,NA,NA,NA,NA,NA,Hendricks
063,Hendricks,NORTH WEST HENDRICKS SCHOOLS,2000,1425,11404,227,28,106,50,43,5513,4450,31,50,982,5665,4738,4738,0,207,0,634,86,11469,9361,5166,1808,5249,3562,1267,3606,366,154,317,590,2179,506,1041,1044,23,3197,2759,158,100,2,0.2,48.3,39,49.7,41.5,1.8,5.6,6562,3625,1269,3684,2500,889,2531,257,108,222,414,NA,NA,NA,NA,NA,Hendricks
065,Henry,BLUE RIVER VALLEY SCHOOLS,2000,802,5721,229,71,70,54,34,3689,3006,25,100,558,1803,1463,1463,0,1,3,259,77,5701,5123,3165,1175,3074,2168,828,1758,163,134,240,388,833,291,554,23,1,21,0,6,100,4,1.2,64.5,52.5,31.5,25.6,0.1,4.5,6320,3946,1465,3833,2703,1032,2192,203,167,299,484,NA,NA,NA,NA,NA,Henry
065,Henry,NEW CASTLE COMM SCH CORP,2000,3993,35311,3376,795,1201,504,876,20505,17030,226,63,3186,11430,9660,9660,0,2,69,1002,697,35375,29808,19125,7452,17705,12222,5044,9860,1039,988,538,2176,5119,2243,1682,3178,707,14537,0,463,100,9.6,2.3,58.1,48.2,32.4,27.4,0.2,2.8,7222,4790,1866,4434,3061,1263,2469,260,247,135,545,NA,NA,NA,NA,NA,Henry
065,Henry,C A BEARD MEMORIAL SCHOOL CORP,2000,1451,10528,208,77,0,87,44,6698,5571,25,124,978,3622,2933,2933,0,30,0,395,264,10317,8976,5578,2031,5164,3685,1378,3130,251,281,221,549,1828,682,436,849,56,650,0,72,100,2,0.7,63.6,52.9,34.4,27.9,0.3,3.8,5975,3844,1400,3559,2540,950,2157,173,194,152,378,NA,NA,NA,NA,NA,Henry
065,Henry,SHENANDOAH SCHOOL CORP,2000,1399,10900,176,61,0,75,40,6106,5158,54,148,746,4618,3442,3442,0,2,0,446,728,10118,8616,4617,2508,5058,3199,1797,3097,133,191,294,602,1877,461,313,1153,36,980,0,97,100,1.6,0.6,56,47.3,42.4,31.6,0,4.1,6075,3300,1793,3615,2287,1284,2214,95,137,210,430,NA,NA,NA,NA,NA,Henry
065,Henry,SOUTH HENRY SCHOOL CORP,2000,855,8577,103,70,0,0,33,6073,3201,24,85,2763,2400,1909,1909,0,27,0,436,28,8619,6091,3865,1003,3257,2475,681,2304,164,229,172,268,1471,530,2064,458,6,4367,4385,18,100,1.2,0.8,70.8,37.3,28,22.3,0.3,5.1,7019,4520,1173,3809,2895,796,2695,192,268,201,313,NA,NA,NA,NA,NA,Henry
067,Howard,NORTHWESTERN SCH CORP,2000,1767,14596,246,146,0,62,38,6843,5567,20,86,1170,7507,6369,6369,0,381,0,622,135,14959,12412,7441,3066,7814,5341,2269,4065,87,46,288,1150,2494,533,1553,974,20,0,0,0,100,1.7,1,46.9,38.1,51.4,43.6,2.6,4.3,6980,4211,1735,4422,3023,1284,2301,49,26,163,651,NA,NA,NA,NA,NA,Howard
